TimeStamp,ECG Data,GSR Data,EMG Data
9016,505,548,472
9024,507,550,543
9032,500,547,427
9040,513,551,583
9048,502,547,483
9056,507,548,480
9064,510,550,573
9072,503,547,427
9080,514,551,590
9089,502,547,473
9096,507,548,504
9104,509,550,575
9112,501,547,431
9120,512,551,599
9128,504,547,475
9136,511,548,485
9144,520,550,572
9152,512,547,411
9160,523,551,570
9167,518,548,462
9177,528,549,499
9184,521,550,552
9192,509,547,447
9200,512,552,630
9208,495,548,523
9217,503,550,555
9224,503,551,624
9232,496,547,505
9240,508,552,610
9248,497,548,381
9256,507,549,445
9265,507,550,519
9272,497,548,426
9280,495,552,587
9287,492,548,507
9296,567,550,564
9305,649,550,703
9312,706,548,570
9320,733,552,895
9328,590,548,494
9336,486,550,694
9345,481,551,579
9352,461,548,141
9360,437,552,334
9368,437,548,440
9376,461,550,481
9384,470,550,582
9392,479,548,143
9400,506,552,369
9407,486,549,368
9416,499,550,453
9424,492,550,519
9433,486,548,467
9440,503,552,796
9448,489,549,556
9456,523,550,389
9464,531,551,410
9473,503,548,459
9480,510,552,505
9488,506,548,393
9496,508,550,415
9504,516,551,522
9511,535,548,447
9521,546,553,653
9527,541,549,462
9536,598,550,471
9544,518,551,505
9552,517,549,414
9561,520,553,564
9568,499,549,535
9576,515,551,585
9584,530,551,523
9592,505,549,414
9601,501,553,570
9608,473,549,490
9616,488,551,486
9624,474,551,526
9631,496,549,532
9640,496,553,560
9649,474,549,413
9656,497,551,482
9664,474,551,564
9672,457,549,418
9680,477,553,650
9689,472,549,490
9696,489,551,548
9704,494,552,636
9712,498,549,318
9720,515,554,628
9729,525,549,327
9736,513,551,465
9744,499,552,490
9751,488,549,423
9760,484,554,708
9768,481,549,490
9776,499,551,545
9784,511,551,541
9792,529,550,341
9800,546,554,434
9808,488,549,423
9817,477,553,519
9824,483,552,572
9832,493,550,514
9840,498,554,706
9848,490,550,446
9857,513,552,483
9864,534,552,581
9871,522,550,387
9880,528,554,541
9888,508,550,367
9896,501,553,563
9905,504,551,521
9912,507,550,565
9920,512,554,697
9928,509,550,475
9936,515,553,442
9945,508,552,586
9952,491,550,362
9960,497,554,511
9968,494,550,407
9976,503,553,557
9985,493,552,601
9991,524,550,471
10000,514,554,570
10007,465,550,587
10016,492,553,394
10024,541,552,459
10032,607,550,406
10040,694,555,645
10048,700,550,461
10056,665,553,664
10064,554,552,496
10073,433,551,620
10080,428,555,615
10088,425,550,288
10096,462,553,366
10104,470,552,453
10112,483,551,436
10120,510,555,594
10127,506,551,486
10136,498,554,531
10144,466,552,614
10152,460,551,461
10161,493,555,645
10168,486,551,445
10176,512,554,608
10184,499,553,518
10192,534,551,396
10201,550,555,559
10208,499,551,466
10216,493,554,639
10224,489,553,533
10231,505,551,406
10241,517,555,611
10247,514,551,400
10256,530,554,570
10264,525,553,561
10272,540,552,487
10280,552,555,527
10288,536,551,383
10296,549,554,538
10304,526,553,616
10312,492,552,508
10320,503,555,610
10329,490,551,506
10336,502,554,644
10344,482,553,384
10351,488,552,304
10360,515,555,489
10368,528,551,402
10376,491,554,615
10384,465,553,575
10392,461,552,385
10400,483,555,607
10408,479,552,477
10417,502,555,484
10424,506,554,429
10432,526,552,437
10440,541,556,587
10448,499,552,413
10457,515,555,654
10464,464,554,550
10472,460,552,394
10480,497,556,567
10487,498,552,385
10497,512,556,507
10504,507,553,446
10512,521,552,458
10520,533,556,606
10528,503,552,484
10536,503,556,638
10544,496,554,592
10552,499,553,469
10560,516,556,763
10568,516,552,286
10576,550,556,430
10585,546,553,440
10592,524,553,425
10600,494,556,679
10607,476,552,426
10616,486,556,547
10625,490,553,498
10632,494,553,478
10640,507,556,674
10648,498,552,381
10656,524,556,570
10664,520,554,507
10673,503,554,507
10680,502,557,610
10688,490,552,468
10696,508,556,450
10704,567,554,538
10712,640,553,602
10720,703,557,523
10727,712,553,390
10736,602,556,583
10744,487,554,447
10753,449,554,450
10760,435,557,545
10768,430,553,409
10776,466,557,682
10784,465,554,589
10792,474,554,544
10800,496,557,504
10808,495,553,365
10816,503,556,557
10824,509,554,439
10831,505,554,455
10841,489,557,633
10847,471,553,460
10856,491,557,651
10864,496,554,514
10872,506,554,528
10881,524,556,528
10888,525,553,353
10896,538,557,554
10904,509,555,472
10912,518,555,508
10920,513,557,639
10929,513,553,451
10936,524,557,689
10944,526,555,518
10951,535,554,414
10960,546,557,539
10968,545,553,483
10976,539,557,739
10984,520,554,393
10992,502,555,392
11000,484,557,564
11009,482,553,476
11016,495,557,541
11024,487,555,454
11032,491,555,491
11040,502,557,678
11048,503,554,473
11056,501,557,498
11064,485,555,465
11072,476,555,426
11080,479,557,588
11087,485,554,360
11097,506,558,547
11104,489,555,490
11112,502,555,456
11120,505,557,586
11128,515,554,668
11137,527,558,469
11144,515,555,429
11152,506,555,491
11160,500,558,578
11168,492,554,526
11176,507,558,626
11185,491,555,305
11192,505,555,398
11200,532,558,635
11207,526,554,396
11216,526,558,555
11225,509,555,471
11232,517,555,543
11240,522,558,691
11248,494,554,447
11256,504,559,623
11265,493,555,433
11272,501,556,365
11280,504,558,540
11288,510,554,376
11296,533,559,638
11304,493,555,544
11312,482,556,641
11320,505,558,569
11327,493,555,206
11336,493,559,464
11343,484,556,399
11353,497,556,460
11360,520,558,633
11368,557,555,442
11376,637,559,671
11384,702,556,633
11393,700,557,593
11400,581,559,660
11408,477,555,274
11416,472,559,472
11424,459,555,404
11432,467,557,517
11441,475,558,593
11447,450,555,407
11456,477,559,585
11463,468,556,520
11472,487,557,525
11481,496,558,609
11488,497,555,471
11496,507,560,485
11504,517,556,485
11512,501,557,443
11521,501,558,545
11528,478,555,411
11536,508,559,694
11544,501,556,509
11552,515,557,445
11560,516,558,488
11567,516,555,464
11576,548,560,641
11583,537,556,430
11592,537,557,498
11600,514,558,588
